case_id,event_type,amount,customer_profile,problem_summary,root_cause,action_taken,policy_result,outcome,recovered_amount,days_to_recovery
CASE_02791,overdue_invoice,73024.9,5 previous invoices; 2 previous late payments.,"Invoice of ₹73,024.90 is 114 days overdue.",customer_dispute,human_review,escalated,failed,0.0,0
CASE_02792,overdue_invoice,165948.52,13 previous invoices; 4 previous late payments.,"Invoice of ₹165,948.52 is 43 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,165948.52,8
CASE_02793,overdue_invoice,43175.84,12 previous invoices; 3 previous late payments.,"Invoice of ₹43,175.84 is 64 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,43175.84,10
CASE_02794,overdue_invoice,194959.56,6 previous invoices; 1 previous late payments.,"Invoice of ₹194,959.56 is 73 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,194959.56,4
CASE_02795,overdue_invoice,263533.29,3 previous invoices; 0 previous late payments.,"Invoice of ₹263,533.29 is 34 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,263533.29,5
CASE_02796,overdue_invoice,103995.18,8 previous invoices; 0 previous late payments.,"Invoice of ₹103,995.18 is 111 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,103995.18,5
CASE_02797,overdue_invoice,10119.19,9 previous invoices; 1 previous late payments.,"Invoice of ₹10,119.19 is 48 days overdue.",repeated_late_payer,promise_to_pay,approved,failed,0.0,0
CASE_02798,overdue_invoice,330618.97,8 previous invoices; 1 previous late payments.,"Invoice of ₹330,618.97 is 54 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,330618.97,14
CASE_02799,overdue_invoice,90589.02,7 previous invoices; 2 previous late payments.,"Invoice of ₹90,589.02 is 80 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,90589.02,2
CASE_02800,overdue_invoice,76377.0,9 previous invoices; 1 previous late payments.,"Invoice of ₹76,377.00 is 113 days overdue.",repeated_late_payer,promise_to_pay,approved,partial,44587.83,14
CASE_02801,overdue_invoice,228350.86,9 previous invoices; 0 previous late payments.,"Invoice of ₹228,350.86 is 8 days overdue.",recently_overdue,payment_reminder,approved,recovered,228350.86,5
CASE_02802,overdue_invoice,120941.51,12 previous invoices; 6 previous late payments.,"Invoice of ₹120,941.51 is 91 days overdue.",repeated_late_payer,promise_to_pay,approved,failed,0.0,0
CASE_02803,overdue_invoice,10000.0,7 previous invoices; 0 previous late payments.,"Invoice of ₹10,000.00 is 98 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,10000.0,9
CASE_02804,overdue_invoice,152213.09,12 previous invoices; 0 previous late payments.,"Invoice of ₹152,213.09 is 39 days overdue.",repeated_late_payer,promise_to_pay,approved,partial,57579.56,8
CASE_02805,overdue_invoice,37828.99,14 previous invoices; 2 previous late payments.,"Invoice of ₹37,828.99 is 47 days overdue.",repeated_late_payer,promise_to_pay,approved,failed,0.0,0
CASE_02806,overdue_invoice,56309.06,12 previous invoices; 0 previous late payments.,"Invoice of ₹56,309.06 is 99 days overdue.",repeated_late_payer,promise_to_pay,approved,failed,0.0,0
CASE_02807,overdue_invoice,96146.0,14 previous invoices; 4 previous late payments.,"Invoice of ₹96,146.00 is 68 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,96146.0,10
CASE_02808,overdue_invoice,81863.38,12 previous invoices; 4 previous late payments.,"Invoice of ₹81,863.38 is 41 days overdue.",repeated_late_payer,promise_to_pay,approved,failed,0.0,0
CASE_02809,overdue_invoice,62098.02,5 previous invoices; 2 previous late payments.,"Invoice of ₹62,098.02 is 39 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,62098.02,7
CASE_02810,overdue_invoice,132571.22,14 previous invoices; 11 previous late payments.,"Invoice of ₹132,571.22 is 70 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,132571.22,2
CASE_02811,overdue_invoice,68999.89,6 previous invoices; 2 previous late payments.,"Invoice of ₹68,999.89 is 50 days overdue.",customer_dispute,human_review,escalated,failed,0.0,0
CASE_02812,overdue_invoice,71769.13,4 previous invoices; 0 previous late payments.,"Invoice of ₹71,769.13 is 98 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,71769.13,3
CASE_02813,overdue_invoice,33342.9,12 previous invoices; 1 previous late payments.,"Invoice of ₹33,342.90 is 6 days overdue.",recently_overdue,payment_reminder,approved,failed,0.0,0
CASE_02814,overdue_invoice,43439.62,10 previous invoices; 1 previous late payments.,"Invoice of ₹43,439.62 is 23 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,43439.62,4
CASE_02815,overdue_invoice,62016.85,12 previous invoices; 1 previous late payments.,"Invoice of ₹62,016.85 is 53 days overdue.",repeated_late_payer,promise_to_pay,approved,failed,0.0,0
CASE_02816,overdue_invoice,248590.98,6 previous invoices; 0 previous late payments.,"Invoice of ₹248,590.98 is 53 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,248590.98,8
CASE_02817,overdue_invoice,465029.73,14 previous invoices; 11 previous late payments.,"Invoice of ₹465,029.73 is 75 days overdue.",repeated_late_payer,promise_to_pay,approved,failed,0.0,0
CASE_02818,overdue_invoice,23846.14,8 previous invoices; 1 previous late payments.,"Invoice of ₹23,846.14 is 80 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,23846.14,4
CASE_02819,overdue_invoice,39867.95,3 previous invoices; 0 previous late payments.,"Invoice of ₹39,867.95 is 43 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,39867.95,5
CASE_02820,overdue_invoice,52939.41,12 previous invoices; 0 previous late payments.,"Invoice of ₹52,939.41 is 114 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,52939.41,14
CASE_02821,overdue_invoice,83298.95,7 previous invoices; 2 previous late payments.,"Invoice of ₹83,298.95 is 43 days overdue.",repeated_late_payer,promise_to_pay,approved,partial,48097.16,8
CASE_02822,overdue_invoice,36758.08,5 previous invoices; 0 previous late payments.,"Invoice of ₹36,758.08 is 40 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,36758.08,11
CASE_02823,overdue_invoice,128871.03,11 previous invoices; 1 previous late payments.,"Invoice of ₹128,871.03 is 80 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,128871.03,8
CASE_02824,overdue_invoice,62163.42,5 previous invoices; 1 previous late payments.,"Invoice of ₹62,163.42 is 47 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,62163.42,8
CASE_02825,overdue_invoice,23282.81,4 previous invoices; 0 previous late payments.,"Invoice of ₹23,282.81 is 38 days overdue.",repeated_late_payer,promise_to_pay,approved,partial,13264.65,14
CASE_02826,overdue_invoice,228137.04,4 previous invoices; 0 previous late payments.,"Invoice of ₹228,137.04 is 102 days overdue.",repeated_late_payer,promise_to_pay,approved,failed,0.0,0
CASE_02827,overdue_invoice,42045.99,3 previous invoices; 1 previous late payments.,"Invoice of ₹42,045.99 is 16 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,42045.99,8
CASE_02828,overdue_invoice,102073.14,12 previous invoices; 2 previous late payments.,"Invoice of ₹102,073.14 is 48 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,102073.14,10
CASE_02829,overdue_invoice,164459.86,3 previous invoices; 0 previous late payments.,"Invoice of ₹164,459.86 is 71 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,164459.86,14
CASE_02830,overdue_invoice,226102.29,3 previous invoices; 0 previous late payments.,"Invoice of ₹226,102.29 is 57 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,226102.29,4
CASE_02831,overdue_invoice,69669.98,3 previous invoices; 0 previous late payments.,"Invoice of ₹69,669.98 is 78 days overdue.",customer_dispute,human_review,escalated,failed,0.0,0
CASE_02832,overdue_invoice,40634.82,12 previous invoices; 3 previous late payments.,"Invoice of ₹40,634.82 is 60 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,40634.82,3
CASE_02833,overdue_invoice,181208.63,12 previous invoices; 5 previous late payments.,"Invoice of ₹181,208.63 is 96 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,181208.63,13
CASE_02834,overdue_invoice,25901.89,5 previous invoices; 0 previous late payments.,"Invoice of ₹25,901.89 is 56 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,25901.89,9
CASE_02835,overdue_invoice,65463.8,9 previous invoices; 6 previous late payments.,"Invoice of ₹65,463.80 is 60 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,65463.8,7
CASE_02836,overdue_invoice,82471.62,12 previous invoices; 0 previous late payments.,"Invoice of ₹82,471.62 is 30 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,82471.62,9
CASE_02837,overdue_invoice,125910.89,7 previous invoices; 0 previous late payments.,"Invoice of ₹125,910.89 is 17 days overdue.",repeated_late_payer,promise_to_pay,approved,failed,0.0,0
CASE_02838,overdue_invoice,24836.25,4 previous invoices; 1 previous late payments.,"Invoice of ₹24,836.25 is 49 days overdue.",repeated_late_payer,promise_to_pay,approved,partial,6394.96,10
CASE_02839,overdue_invoice,57087.72,12 previous invoices; 3 previous late payments.,"Invoice of ₹57,087.72 is 85 days overdue.",repeated_late_payer,promise_to_pay,approved,failed,0.0,0
CASE_02840,overdue_invoice,64661.73,7 previous invoices; 5 previous late payments.,"Invoice of ₹64,661.73 is 34 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,64661.73,4
CASE_02841,overdue_invoice,10000.0,3 previous invoices; 0 previous late payments.,"Invoice of ₹10,000.00 is 45 days overdue.",repeated_late_payer,promise_to_pay,approved,partial,5486.48,18
CASE_02842,overdue_invoice,71968.16,13 previous invoices; 8 previous late payments.,"Invoice of ₹71,968.16 is 54 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,71968.16,13
CASE_02843,overdue_invoice,106429.38,11 previous invoices; 1 previous late payments.,"Invoice of ₹106,429.38 is 84 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,106429.38,9
CASE_02844,overdue_invoice,164432.7,12 previous invoices; 1 previous late payments.,"Invoice of ₹164,432.70 is 76 days overdue.",repeated_late_payer,promise_to_pay,approved,partial,54553.55,12
CASE_02845,overdue_invoice,60118.12,13 previous invoices; 3 previous late payments.,"Invoice of ₹60,118.12 is 66 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,60118.12,6
CASE_02846,overdue_invoice,54951.98,3 previous invoices; 0 previous late payments.,"Invoice of ₹54,951.98 is 78 days overdue.",repeated_late_payer,promise_to_pay,approved,failed,0.0,0
CASE_02847,overdue_invoice,59417.24,5 previous invoices; 0 previous late payments.,"Invoice of ₹59,417.24 is 51 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,59417.24,5
CASE_02848,overdue_invoice,86269.47,6 previous invoices; 0 previous late payments.,"Invoice of ₹86,269.47 is 60 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,86269.47,7
CASE_02849,overdue_invoice,196728.35,5 previous invoices; 4 previous late payments.,"Invoice of ₹196,728.35 is 11 days overdue.",repeated_late_payer,promise_to_pay,approved,failed,0.0,0
CASE_02850,overdue_invoice,95563.44,5 previous invoices; 4 previous late payments.,"Invoice of ₹95,563.44 is 92 days overdue.",repeated_late_payer,promise_to_pay,approved,partial,29839.68,18
CASE_02851,overdue_invoice,46688.36,12 previous invoices; 1 previous late payments.,"Invoice of ₹46,688.36 is 38 days overdue.",customer_dispute,human_review,escalated,failed,0.0,0
CASE_02852,overdue_invoice,77634.05,6 previous invoices; 0 previous late payments.,"Invoice of ₹77,634.05 is 22 days overdue.",repeated_late_payer,promise_to_pay,approved,failed,0.0,0
CASE_02853,overdue_invoice,121936.31,10 previous invoices; 3 previous late payments.,"Invoice of ₹121,936.31 is 73 days overdue.",repeated_late_payer,promise_to_pay,approved,partial,83225.77,7
CASE_02854,overdue_invoice,47663.93,3 previous invoices; 0 previous late payments.,"Invoice of ₹47,663.93 is 107 days overdue.",repeated_late_payer,promise_to_pay,approved,failed,0.0,0
CASE_02855,overdue_invoice,189745.91,14 previous invoices; 8 previous late payments.,"Invoice of ₹189,745.91 is 45 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,189745.91,6
CASE_02856,overdue_invoice,90835.82,14 previous invoices; 4 previous late payments.,"Invoice of ₹90,835.82 is 27 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,90835.82,8
CASE_02857,overdue_invoice,96273.31,13 previous invoices; 3 previous late payments.,"Invoice of ₹96,273.31 is 62 days overdue.",repeated_late_payer,promise_to_pay,approved,failed,0.0,0
CASE_02858,overdue_invoice,207145.67,6 previous invoices; 0 previous late payments.,"Invoice of ₹207,145.67 is 127 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,207145.67,13
CASE_02859,overdue_invoice,123188.54,11 previous invoices; 2 previous late payments.,"Invoice of ₹123,188.54 is 18 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,123188.54,3
CASE_02860,overdue_invoice,13424.4,7 previous invoices; 0 previous late payments.,"Invoice of ₹13,424.40 is 112 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,13424.4,9
CASE_02861,overdue_invoice,131195.02,7 previous invoices; 2 previous late payments.,"Invoice of ₹131,195.02 is 59 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,131195.02,6
CASE_02862,overdue_invoice,130296.09,12 previous invoices; 3 previous late payments.,"Invoice of ₹130,296.09 is 53 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,130296.09,9
CASE_02863,overdue_invoice,70064.77,4 previous invoices; 1 previous late payments.,"Invoice of ₹70,064.77 is 93 days overdue.",repeated_late_payer,promise_to_pay,approved,partial,24562.88,13
CASE_02864,overdue_invoice,65053.91,10 previous invoices; 1 previous late payments.,"Invoice of ₹65,053.91 is 22 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,65053.91,7
CASE_02865,overdue_invoice,38186.84,8 previous invoices; 1 previous late payments.,"Invoice of ₹38,186.84 is 48 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,38186.84,5
CASE_02866,overdue_invoice,19600.38,5 previous invoices; 0 previous late payments.,"Invoice of ₹19,600.38 is 36 days overdue.",repeated_late_payer,promise_to_pay,approved,failed,0.0,0
CASE_02867,overdue_invoice,39867.95,3 previous invoices; 0 previous late payments.,"Invoice of ₹39,867.95 is 43 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,39867.95,6
CASE_02868,overdue_invoice,14282.38,11 previous invoices; 1 previous late payments.,"Invoice of ₹14,282.38 is 17 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,14282.38,14
CASE_02869,overdue_invoice,363063.91,5 previous invoices; 0 previous late payments.,"Invoice of ₹363,063.91 is 77 days overdue.",repeated_late_payer,promise_to_pay,approved,partial,167849.46,5
CASE_02870,overdue_invoice,123188.54,11 previous invoices; 2 previous late payments.,"Invoice of ₹123,188.54 is 18 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,123188.54,8
CASE_02871,overdue_invoice,90060.04,5 previous invoices; 0 previous late payments.,"Invoice of ₹90,060.04 is 62 days overdue.",customer_dispute,human_review,escalated,failed,0.0,0
CASE_02872,overdue_invoice,65830.56,13 previous invoices; 4 previous late payments.,"Invoice of ₹65,830.56 is 92 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,65830.56,4
CASE_02873,overdue_invoice,30661.75,4 previous invoices; 0 previous late payments.,"Invoice of ₹30,661.75 is 91 days overdue.",repeated_late_payer,promise_to_pay,approved,failed,0.0,0
CASE_02874,overdue_invoice,102138.03,5 previous invoices; 2 previous late payments.,"Invoice of ₹102,138.03 is 60 days overdue.",repeated_late_payer,promise_to_pay,approved,recovered,102138.03,11
